IdOrdine;IdCorriere;DataOrdine;DataConsegna;CodStatoFattura;CodProvinciaFattura;ComuneFatturazione;TotaleImponibileFattura;TotaleConIva;IdCliente;Sesso;Quantita;IdMagazzino;PrezzoVendita;PrezzoPieno;PrezzoScontato;Sconto;Outlet;IdTaglia2;NomeDes;LinguaCollezione;LinguaColore;NomeSes;PagamentoOrdine;IdGruppoTaglie;NomeCat;NomeMac
733;1;02/03/2011;04/03/2011;IT;PA;PALERMO;144,5;173,4;3540;3;-1;15263;119;119;60;50;1;4;AERONAUTICA MILITARE;Primavera - Estate 2011;Bianco;Uomo;PayPal;2;Polo;Abbigliamento
733;1;02/03/2011;04/03/2011;IT;PA;PALERMO;144,5;173,4;3540;3;-1;5165;74,4;124;62;50;1;4;AERONAUTICA MILITARE;Autunno - Inverno 2011;Azzurro;Uomo;PayPal;2;Maglieria;Abbigliamento
736;1;03/03/2011;07/03/2011;SE;No;Norrk«ü∂Ùping;451,67;542;3572;3;-1;15267;119;119;60;50;1;4;AERONAUTICA MILITARE;Primavera - Estate 2011;Blu scuro;Uomo;Carta di Credito;2;Polo;Abbigliamento
736;1;03/03/2011;07/03/2011;SE;No;Norrk«ü∂Ùping;451,67;542;3572;3;-1;14808;110;110;55;50;1;5;COOPERATIVA PESCATORI POSILLIPO;Primavera - Estate 2011;Verde;Uomo;Carta di Credito;2;Maglieria;Abbigliamento
736;1;03/03/2011;07/03/2011;SE;No;Norrk«ü∂Ùping;451,67;542;3572;3;-1;14802;159;159;80;50;1;5;AERONAUTICA MILITARE;Primavera - Estate 2011;Blu;Uomo;Carta di Credito;2;Maglieria;Abbigliamento
736;1;03/03/2011;07/03/2011;SE;No;Norrk«ü∂Ùping;451,67;542;3572;3;-1;15186;154;154;77;50;1;4;AERONAUTICA MILITARE;Primavera - Estate 2011;Bianco-Blu;Uomo;Carta di Credito;2;Maglieria;Abbigliamento
737;1;03/03/2011;09/03/2011;CZ;ok;Velka Dobra;1040,83;1249;2838;4;-1;2038;266;380;190;50;1;33;CUCINELLI;Autunno - Inverno 2011;Beige;Uomo;Bonifico Bancario;2;Pantaloni;Abbigliamento
737;1;03/03/2011;09/03/2011;CZ;ok;Velka Dobra;1040,83;1249;2838;4;-1;5663;77;110;55;50;1;6;BURBERRY;Autunno - Inverno 2011;Blu scuro;Uomo;Bonifico Bancario;2;Maglieria;Abbigliamento
737;1;03/03/2011;09/03/2011;CZ;ok;Velka Dobra;1040,83;1249;2838;4;-1;10078;336;480;240;50;1;33;LORO PIANA;Autunno - Inverno 2011;Blu scuro;Uomo;Bonifico Bancario;2;Maglieria;Abbigliamento
737;1;03/03/2011;09/03/2011;CZ;ok;Velka Dobra;1040,83;1249;2838;4;-1;15819;250;250;125;50;1;83;HOGAN REBEL;Primavera - Estate 2011;Bianco;Donna;Bonifico Bancario;9;Sneakers;Calzature
737;1;03/03/2011;09/03/2011;CZ;ok;Velka Dobra;1040,83;1249;2838;4;-1;5652;90;150;75;50;1;7;BURBERRY;Autunno - Inverno 2011;Grigio;Uomo;Bonifico Bancario;2;Maglieria;Abbigliamento
737;1;03/03/2011;09/03/2011;CZ;ok;Velka Dobra;1040,83;1249;2838;4;-1;13791;230;230;115;50;1;111;HOGAN REBEL;Primavera - Estate 2011;Blu scuro;Uomo;Bonifico Bancario;10;Sneakers;Calzature
738;1;03/03/2011;07/03/2011;IT;NO;CERANO;141,67;170;3647;4;-1;11258;64;106;53;50;1;612;BURBERRY;Autunno - Inverno 2011;Blu;Baby Boy;PayPal;17;Maglieria;Abbigliamento
738;1;03/03/2011;07/03/2011;IT;NO;CERANO;141,67;170;3647;4;-1;11244;35;58;29;50;1;612;BURBERRY;Autunno - Inverno 2011;Panna;Baby Boy;PayPal;17;Maglieria;Abbigliamento
738;1;03/03/2011;07/03/2011;IT;NO;CERANO;141,67;170;3647;4;-1;11272;26;44;22;50;1;609;BURBERRY;Autunno - Inverno 2011;Panna;Baby Boy;PayPal;17;Maglieria;Abbigliamento
738;1;03/03/2011;07/03/2011;IT;NO;CERANO;141,67;170;3647;4;-1;14187;65;65;33;50;1;613;BURBERRY;Primavera - Estate 2011;Rosso;Kids Girl;PayPal;16;Maglieria;Abbigliamento
739;1;05/03/2011;09/03/2011;IT;CT;Paterno;112,5;135;2720;3;-1;13372;135;135;54;60;1;529;JECKERSON;Primavera - Estate 2011;Denim medio;Uomo;Carta di Credito;2;Jeans;Abbigliamento
740;1;06/03/2011;10/03/2011;IT;AL;SALE;237,5;285;3864;3;-1;15268;119;119;60;50;1;5;AERONAUTICA MILITARE;Primavera - Estate 2011;Blu scuro;Uomo;PayPal;2;Polo;Abbigliamento
740;1;06/03/2011;10/03/2011;IT;AL;SALE;237,5;285;3864;3;-1;13616;166;166;83;50;1;31;AERONAUTICA MILITARE;Primavera - Estate 2011;Blu medio;Uomo;PayPal;2;Capispalla;Abbigliamento
741;1;07/03/2011;10/03/2011;CA;On;Toronto;220,83;220,83;1342;4;-1;14804;132,5;159;80;50;1;7;AERONAUTICA MILITARE;Primavera - Estate 2011;Blu;Uomo;Carta di Credito;2;Maglieria;Abbigliamento
741;1;07/03/2011;10/03/2011;CA;On;Toronto;220,83;220,83;1342;4;-1;13765;88,33;106;53;50;1;7;AERONAUTICA MILITARE;Primavera - Estate 2011;Bianco;Uomo;Carta di Credito;2;Camicie;Abbigliamento
742;1;07/03/2011;09/03/2011;IT;ME;MALVAGNA;148,33;178;1161;3;-1;15249;89;89;45;50;1;3;AERONAUTICA MILITARE;Primavera - Estate 2011;Grigio scuro;Uomo;Carta di Credito;2;Polo;Abbigliamento
742;1;07/03/2011;09/03/2011;IT;ME;MALVAGNA;148,33;178;1161;3;-1;15258;89;89;45;50;1;3;AERONAUTICA MILITARE;Primavera - Estate 2011;Blu scuro;Uomo;Carta di Credito;2;Polo;Abbigliamento
746;1;07/03/2011;08/03/2011;IT;BN;CERRETO SANNITA;200;240;3414;3;-1;13770;240;240;120;50;1;103;HOGAN REBEL;Primavera - Estate 2011;Blu;Uomo;Contrassegno;10;Sneakers;Calzature
751;1;08/03/2011;15/03/2011;FR;LY;VENISSIEUX;600;720;3881;3;-1;16123;720;720;360;50;1;33;AERONAUTICA MILITARE;Autunno - Inverno 2011;Marrone;Uomo;Bonifico Bancario;2;Capispalla;Abbigliamento
752;1;09/03/2011;14/03/2011;LU;Lu;Luxembourg;581,67;698;3756;3;-1;14461;698;698;280;60;1;7;FAY;Primavera - Estate 2011;Verde oliva;Uomo;Bonifico Bancario;2;Capispalla;Abbigliamento
753;1;09/03/2011;11/03/2011;IT;MI;MILANO;120,83;145;3906;4;-1;14669;145;145;73;50;1;623;HOGAN;Primavera - Estate 2011;Bianco-Blu;Junior Boy;Contrassegno;18;Sneakers;Calzature
754;1;14/03/2011;16/03/2011;IT;KR;ROCCABERNARDA;112,5;135;2244;3;-1;16805;135;135;54;60;1;6;FAY;Primavera - Estate 2011;Fucsia;Uomo;PayPal;2;Polo;Abbigliamento
756;1;14/03/2011;22/03/2011;IT;PN;MANIAGO;162,5;195;3957;4;-1;15006;195;195;98;50;1;2;BURBERRY;Primavera - Estate 2011;Check beige;Donna;Bonifico Bancario;3;Camicie;Abbigliamento
757;1;14/03/2011;22/03/2011;CZ;ok;Velka Dobra;437,5;525;2838;4;-1;16796;135;135;54;60;1;7;FAY;Primavera - Estate 2011;Blu scuro;Uomo;Bonifico Bancario;2;Polo;Abbigliamento
757;1;14/03/2011;22/03/2011;CZ;ok;Velka Dobra;437,5;525;2838;4;-1;16765;390;390;195;50;1;7;HOGAN;Primavera - Estate 2011;Blu Navy;Uomo;Bonifico Bancario;2;Capispalla;Abbigliamento
758;1;15/03/2011;21/03/2011;IT;CE;CURTI;208,33;250;3977;3;-1;12250;250;250;125;50;1;108;PRADA SPORT;Primavera - Estate 2011;Beige;Uomo;Contrassegno;10;Sneakers;Calzature
759;1;16/03/2011;23/03/2011;IT;CA;SESTU;229,17;275;3805;3;-1;12481;275;275;138;50;1;100;SANTONI;Primavera - Estate 2011;Blu - Bianco;Uomo;Contrassegno;10;Sneakers;Calzature
761;1;17/03/2011;21/03/2011;IT;TV;PONZANO VENETO;70,5;84,6;1105;3;-1;14776;84,6;94;47;50;1;5;AERONAUTICA MILITARE;Primavera - Estate 2011;Blu scuro;Uomo;PayPal;2;Maglieria;Abbigliamento
762;1;17/03/2011;22/03/2011;IT;TO;MONCALIERI;220,5;264,6;4005;4;-1;14786;180;200;100;50;1;5;AERONAUTICA MILITARE;Primavera - Estate 2011;Blu;Uomo;Contrassegno;2;Maglieria;Abbigliamento
762;1;17/03/2011;22/03/2011;IT;TO;MONCALIERI;220,5;264,6;4005;4;-1;14777;84,6;94;47;50;1;6;AERONAUTICA MILITARE;Primavera - Estate 2011;Blu scuro;Uomo;Contrassegno;2;Maglieria;Abbigliamento
764;1;20/03/2011;28/03/2011;DE;NR;Kleve;108,33;130;1359;3;-1;14477;130;130;65;50;1;30;AERONAUTICA MILITARE;Primavera - Estate 2011;Beige;Uomo;PayPal;2;Bermuda;Abbigliamento
765;1;21/03/2011;23/03/2011;IT;VR;GREZZANA;758,33;910;4008;3;-1;14497;590;590;236;60;1;31;FAY;Primavera - Estate 2011;Blu notte;Uomo;PayPal;2;Capispalla;Abbigliamento
765;1;21/03/2011;23/03/2011;IT;VR;GREZZANA;758,33;910;4008;3;-1;13697;340;340;170;50;1;109;TOD'S;Primavera - Estate 2011;Blu scuro;Uomo;PayPal;10;Polacco;Calzature
767;1;21/03/2011;29/03/2011;IT;RM;ROCCA PRIORA;166,67;200;4069;3;-1;13760;106;106;53;50;1;7;AERONAUTICA MILITARE;Primavera - Estate 2011;Blu medio;Uomo;Contrassegno;2;Camicie;Abbigliamento
767;1;21/03/2011;29/03/2011;IT;RM;ROCCA PRIORA;166,67;200;4069;3;-1;14778;94;94;47;50;1;7;AERONAUTICA MILITARE;Primavera - Estate 2011;Blu scuro;Uomo;Contrassegno;2;Maglieria;Abbigliamento
768;1;22/03/2011;29/03/2011;CZ;ok;Velka Dobra;550;660;2838;4;-1;16999;240;240;96;60;1;33;BORRELLI;Primavera - Estate 2011;Blu-Grigio;Uomo;Bonifico Bancario;2;Maglieria;Abbigliamento
768;1;22/03/2011;29/03/2011;CZ;ok;Velka Dobra;550;660;2838;4;-1;16978;420;420;210;50;1;7;HOGAN;Primavera - Estate 2011;Beige;Uomo;Bonifico Bancario;2;Capispalla;Abbigliamento
770;1;22/03/2011;24/03/2011;IT;TO;POIRINO;120,83;145;3761;4;-1;14337;145;145;73;50;1;623;HOGAN;Primavera - Estate 2011;Blu scuro;Junior Boy;PayPal;18;Sneakers;Calzature
771;1;22/03/2011;24/03/2011;IT;BA;MOLFETTA;329,17;395;2362;4;-1;13272;395;395;198;50;1;79;GUCCI;Primavera - Estate 2011;Beige;Donna;PayPal;9;Decolletes;Calzature
772;1;23/03/2011;04/04/2011;IT;NA;somma vesuviana;2380,83;2857;4035;4;-1;15842;650;650;325;50;1;70;BURBERRY;Primavera - Estate 2011;Bianco;Donna;Bonifico Bancario;3;Capispalla;Abbigliamento
772;1;23/03/2011;04/04/2011;IT;NA;somma vesuviana;2380,83;2857;4035;4;-1;12665;290;290;145;50;1;83;HOGAN;Primavera - Estate 2011;Ghiaccio;Donna;Bonifico Bancario;9;Sneakers;Calzature
772;1;23/03/2011;04/04/2011;IT;NA;somma vesuviana;2380,83;2857;4035;4;-1;12694;270;270;135;50;1;83;HOGAN;Primavera - Estate 2011;Beige;Donna;Bonifico Bancario;9;Sneakers;Calzature
772;1;23/03/2011;04/04/2011;IT;NA;somma vesuviana;2380,83;2857;4035;4;-1;16509;125;125;63;50;1;70;ROY ROGERS;Primavera - Estate 2011;Blu scuro;Donna;Bonifico Bancario;3;Jeans;
772;1;23/03/2011;04/04/2011;IT;NA;somma vesuviana;2380,83;2857;4035;4;-1;14904;137;137;69;50;1;70;HEAVY PROJECT;Primavera - Estate 2011;Denim scuro;Donna;Bonifico Bancario;3;Jeans;Abbigliamento
772;1;23/03/2011;04/04/2011;IT;NA;somma vesuviana;2380,83;2857;4035;4;-1;14113;230;230;115;50;1;7;FAY;Primavera - Estate 2011;Bianco-Celeste;Donna;Bonifico Bancario;3;Camicie;Abbigliamento
772;1;23/03/2011;04/04/2011;IT;NA;somma vesuviana;2380,83;2857;4035;4;-1;14058;230;230;115;50;1;70;FAY;Primavera - Estate 2011;Blu;Donna;Bonifico Bancario;3;Pantaloni;Abbigliamento
772;1;23/03/2011;04/04/2011;IT;NA;somma vesuviana;2380,83;2857;4035;4;-1;14088;230;230;115;50;1;70;FAY;Primavera - Estate 2011;Nero;Donna;Bonifico Bancario;3;Pantaloni;Abbigliamento
772;1;23/03/2011;04/04/2011;IT;NA;somma vesuviana;2380,83;2857;4035;4;-1;14708;695;695;695;0;0;30;BURBERRY;Primavera - Estate 2011;Blu;Donna;Bonifico Bancario;45;Shopper;Borse
774;1;23/03/2011;29/03/2011;IT;NU;NUORO;191,67;230;4091;4;-1;16359;230;230;115;50;1;82;PRADA SPORT;Primavera - Estate 2011;Nero;Donna;Contrassegno;9;Ballerine;Calzature
